SMILES,Mpexp,GNN1,GNN2,GNN3,GNN4,GNN5,GNN6,GNN7,GNN8,GNN9,GNN10,consensus GNN,SD
NC1=CC(NC(=O)C=C)=C(F)C=C1,136,135.12741,187.22665,134.2425,134.62813,143.17761,163.36015,132.84892,157.89903,171.61841,148.30492,150.843373,17.7096572453636
CC(C(O)=O)C1=CC(F)=CC=C1,60,55.91935,68.41177,56.74782,60.725006,52.944805,42.46468,79.527115,67.05861,57.989132,63.14845,60.4936738,9.47853625862899
FC1=C(Br)C=C2C=CC(Cl)=NC2=C1,162,117.43273,127.43569,97.58811,93.02779,120.60676,135.51253,124.230446,98.70573,125.94309,112.91082,115.3393696,13.6835107854014
OC(=O)C1CC1C1=CC(Cl)=CC(Cl)=C1,135,149.58026,135.78502,185.1235,140.65973,177.51994,163.24435,163.06876,166.14627,156.64275,162.42609,160.019667,14.4291154743082
CC(CC(=O)C1=CC(F)=CC=C1)C(O)=O,97,64.8275,91.4795,124.618195,98.41988,116.265434,98.01869,108.60331,89.74552,122.000755,119.11307,103.3091854,17.6231461481841
OC(=O)C1=C(OC=N1)C1=CC(F)=CC=C1,170,147.25694,170.82326,117.12823,125.764015,161.47455,143.8492,118.70745,131.38629,168.91953,131.39244,141.6701905,19.0120828221556
NS(=O)(=O)C1=CC(F)=CC=C1,130,117.127625,104.51644,106.14063,117.236725,117.35752,105.51542,118.792114,119.55371,122.58823,127.67562,115.6504034,7.36598321140247
CS(=O)(=O)CC1=C(SC2=C1C=CC=C2)C(O)=O,277,189.75089,235.49034,232.89777,236.47853,194.77438,216.43875,219.6222,192.26451,252.03755,278.68796,224.844288,26.9207694021979
CC1=NC(O)=C(C)C(C)=N1,277,197.62595,172.22478,191.80983,184.0597,171.29137,168.20807,229.00043,207.11508,180.83673,221.35323,192.352517,20.1573409643629
COC1=CC=C(C=C1)N1C(N)=NC2=C1C=CC=C2,182,186.45042,168.6393,183.08633,176.50351,201.01724,194.87799,180.38396,195.56325,211.62582,149.9629,184.811072,16.6397751383478
CC(NS(=O)(=O)C1=C(C)N(C)N=C1C)C(O)=O,198,161.15376,137.46558,140.38757,159.21745,143.10262,124.42097,136.96478,131.81104,138.19577,137.06894,140.978848,10.7435302362034
CS(=O)(=O)C1=CC=C(OCCCl)C=C1,86,75.37261,101.46908,70.63413,99.16068,89.85361,109.55529,73.62108,98.89498,65.84276,83.604294,86.8008514,14.3401798516198
OC(=O)C1CCCN(C1)C(=O)C1=CC(F)=C(Br)C=C1,158,150.43045,171.3992,153.79385,176.62152,154.30894,137.58876,138.6067,150.33295,165.78171,129.35524,152.821932,14.4200178206705
OC(=O)C1=C(OC=N1)C1=C(Cl)C=CC=C1,195,166.74374,190.93732,172.60707,160.44464,175.67291,156.80432,143.65707,175.03159,187.65161,140.0178,166.956807,16.0951932893259
CC(C)=CCOC1=CC(=CC=C1)C(O)=O,87,123.63043,140.68118,118.71932,143.14967,129.30823,110.34469,118.65536,138.5654,116.77606,124.70213,126.453247,10.5870143505977
CC1=CC=C(C=C1)C1=C(N=CO1)C(O)=O,194,154.06708,174.66089,157.08765,156.69354,184.9995,161.33144,120.292435,128.74622,161.83606,157.96912,155.7683935,18.1058652513582
OC(=O)CCNS(=O)(=O)C(F)(F)F,88,133.16423,89.73856,95.52803,111.20787,38.546833,78.42009,112.17957,90.63305,101.306015,60.418217,91.1142465,25.7058381766115
CC(C(O)=O)C1=CC=C(Br)C=C1,55,87.34189,77.018585,81.47737,87.48057,68.86591,67.444145,113.64319,82.487305,66.8163,91.447334,82.4022599,13.3706581116655
CC1=NN(C(C)=C1C(O)C(F)(F)F)C1=CC=CC=C1,163,99.72569,155.80272,104.89102,97.62302,124.191696,141.78076,124.15051,153.15115,113.77568,105.19442,122.0286666,20.6079661633825
CN1N=C(C)C(C(CC(O)=O)C(F)(F)F)=C1C,131,113.51779,145.67117,107.36776,117.529045,135.9483,111.00259,129.59967,137.30048,126.94839,135.08878,125.9973975,12.2871180159159
OC(=O)C1=C(CCC(F)(F)F)OC=N1,140,140.6152,129.52579,113.16053,109.28471,95.79869,64.59817,90.115295,92.367004,101.08328,102.78443,103.9333099,20.1541559189564
CC1=NOC(=C1C(O)=O)C(F)(F)F,141,114.45316,128.45093,143.44214,169.60298,142.74962,124.175186,128.95251,130.18216,143.01654,114.90962,133.9934846,15.5835598627747
CC1=NOC(C(F)F)=C1C(O)=O,135,102.10664,131.8292,138.50739,149.35358,123.783035,87.203316,117.8743,151.8879,146.6026,92.7362,124.1884161,22.4747277474006
OC(=O)C1=C(ON=C1C(F)(F)F)C(F)(F)F,170,135.32907,115.619125,121.61582,164.34093,148.15018,141.19678,125.321686,137.94138,140.24677,121.38003,135.1141771,13.9366554778676
NC1=C(C=CC=C1)N1CC(OC1=O)C(F)(F)F,75,64.12314,96.202225,94.257256,108.24439,98.56382,98.5285,108.125626,91.88698,136.55815,124.6973,102.1187387,18.5476696436783
NC1=C(C=CC(F)=C1)N1CC(OC1=O)C(F)(F)F,120,75.45015,122.52026,110.24944,113.43792,132.2522,121.454285,124.0276,90.17842,141.40019,131.08783,116.2058295,19.0365582845272
NC1=C(C=CC(=C1)C(F)(F)F)N1CC(OC1=O)C(F)(F)F,100,76.74329,118.62441,109.486786,122.5225,116.13605,120.236755,140.03477,101.8451,120.156815,120.089905,114.5876381,15.6301007953082
CC1C(OC(=O)N1C1=C(N)C=CC=N1)C(F)(F)F,63,71.256096,147.8831,121.03223,130.79918,151.30855,131.73529,181.75533,108.84986,141.00029,158.55307,134.4172996,28.5934924048795
CN1N=C(C)C(C(O)=O)=C1C(F)(F)F,214,116.9454,115.52756,140.54431,138.15402,120.1087,109.000694,138.47813,135.89986,124.90026,119.60709,125.9166024,10.81812778385
CC1=NN(CCO)C(=C1C(O)=O)C(F)(F)F,152,132.63225,122.01004,179.28105,151.08723,138.0312,119.45672,127.111435,162.40831,127.88687,140.685,140.0590105,18.1250166109138
CC1=NN(C(=C1C(O)=O)C(F)(F)F)C1=CC=CC=C1,147,145.23553,162.08589,167.33925,172.36314,153.75293,131.50941,146.28842,157.17343,119.119286,156.85089,151.1718176,15.4193725065406
CN1N=C(C)C(C(O)=O)=C1C(F)F,166,110.20615,81.11003,132.82152,136.68901,93.08763,101.18706,89.29336,129.20949,103.66298,85.75287,106.30201,19.2888396391291
CCN1N=C(C)C(C(O)=O)=C1C(F)F,135,98.56329,110.2503,128.65509,143.01527,65.91815,119.05157,119.44457,114.674675,115.038246,80.30941,109.4920571,21.469534990146
CC1=NN(CCO)C(C(F)F)=C1C(O)=O,149,101.70813,108.01195,137.48795,157.60216,97.567795,142.75511,103.86642,157.80025,99.67225,97.49786,120.3969875,24.1375114140026
CC1=NN(C(C(F)F)=C1C(O)=O)C1=CC=CC=C1,207,120.50419,140.94325,132.18134,194.40591,122.27931,146.4712,144.902,175.66975,101.17065,114.957985,139.3485585,26.8047532057738
CC1=NN(C(C(F)F)=C1C(O)=O)C1=CC(F)=CC=C1,188,119.90697,151.53783,120.52598,170.71156,104.08571,128.94951,125.7955,154.39801,108.55754,85.03881,126.950742,24.4680162038122
CC1=NN(C(C(F)F)=C1C(O)=O)C1=C(Cl)C=CC=C1,205,128.41365,152.45192,127.66148,165.3494,92.57962,135.88037,137.74057,165.48056,130.0047,101.022675,133.6584945,22.8498220843389
CN1N=C(C)C(C(O)=O)=C1C(F)(F)Cl,123,123.66045,114.982704,145.8526,148.88284,104.29967,111.88972,128.88492,133.82062,136.89182,109.87069,125.9036034,14.7064171160123
CCN1N=C(C)C(C(O)=O)=C1C(F)(F)Cl,112,129.57022,106.975655,164.74243,147.54018,110.87416,96.774376,121.18004,143.52054,141.4408,129.04596,129.1664361,19.7488984038621
CC1=NN(CCO)C(=C1C(O)=O)C(F)(F)Cl,125,134.56241,117.93312,190.87234,145.10724,128.83238,126.241585,127.21479,162.13943,140.63815,134.62549,140.8166935,20.2998567510081
CC1=NN(C(=C1C(O)=O)C(F)(F)Cl)C1=CC=CC=C1,145,161.24869,151.90527,163.46036,177.15076,152.54184,130.51964,151.07372,166.64038,127.287445,146.91783,152.8745935,14.6807209854581
CC1=NNC(=C1C(O)=O)C(F)(F)Cl,261,166.27626,148.8505,188.87625,214.85706,158.78072,152.24934,179.04468,162.54541,170.07202,171.13847,171.269071,18.4205522367249
CN1N=C(C(C(O)=O)=C1C(F)(F)F)C(F)(F)F,128,130.14156,120.43261,119.39758,156.55467,135.5156,156.52638,133.99142,121.238304,135.2046,141.81851,135.0821234,12.8233049025594
CCN1N=C(C(C(O)=O)=C1C(F)(F)F)C(F)(F)F,90,122.95014,114.400475,145.14468,158.41132,131.84715,133.09732,146.09518,162.14215,131.53236,168.364,141.3984775,16.7620996681184
OC(=O)C1=C(N(N=C1C(F)(F)F)C1=CC=CC=C1)C(F)(F)F,157,150.49791,152.41083,140.93117,169.14365,159.63576,173.12726,161.84,161.98799,135.97092,171.05893,157.660442,11.9158233484361
CN1N=C(C(C(O)=O)=C1C(F)(F)Cl)C(F)(F)F,120,139.15152,111.77632,121.36035,157.61597,116.80793,155.39268,133.9019,129.89769,144.07025,149.4808,135.945541,15.2025369840211
CN1N=NC(C(O)=O)=C1C(F)(F)F,115,129.74121,125.043526,157.5505,159.36186,156.04686,121.0034,163.16855,117.47556,138.83969,152.54395,142.0775106,16.7029389374731
COCCN1N=NC(C(O)=O)=C1C(F)(F)F,56,86.800514,104.655426,118.723366,117.96731,158.08447,136.43474,112.808044,111.26067,135.06691,120.04659,120.184804,18.4897904836888
CC(C)N1N=NC(C(O)=O)=C1C(F)(F)F,100,97.940056,134.70056,121.87863,145.26718,159.29582,94.11227,141.60677,133.26065,158.44565,164.24759,135.0755176,23.1623520553467
OC(=O)C1=C(N(N=N1)C1CC1)C(F)(F)F,91,119.253395,143.37228,147.05103,179.2644,181.7127,132.99576,159.55704,164.55412,147.12723,193.08261,156.7970565,22.0334863012915
BrC1=NC=C(C=O)C=C1,107,81.30998,108.618454,90.114914,99.696526,94.965744,93.29298,93.26817,105.12381,117.36045,99.600235,98.3351263,9.68053420712789
OC(=O)C1=NN(C=C1)C1=C(F)C=CC=C1F,180,190.56522,215.09283,179.41492,156.64459,199.74911,194.26306,175.86153,208.03342,207.02472,193.33879,191.998819,16.5950357604908
OC(=O)C1(CCC1)C1=CC(=CC=C1)C(F)(F)F,93,138.1813,123.46576,116.93893,162.33867,140.6837,146.05075,131.51105,82.39573,128.8627,118.693054,128.9121644,20.2077596996301
CC1=C(C=CC=C1N1CCNC1=O)C(O)=O,222,189.831,203.48465,226.03053,177.2506,190.3126,197.50728,198.06651,179.23036,178.56435,182.28491,192.256279,14.210946821038
OC(=O)CC(CC1=CC=CC=C1)C1=CC=CC=C1,91,115.67941,124.42385,97.16544,108.49957,137.24115,102.78964,107.90003,125.34321,105.17049,122.35495,114.656774,11.8333739676309
OC(=O)C1CCCN(C1)C1=C2C=CSC2=NC=N1,215,182.8246,153.7603,147.6277,164.71935,166.24104,175.21251,162.42021,148.91487,165.16603,174.90863,164.179524,10.9937335017602
NC1=C(N)C(F)=C(F)C=C1,115.5,74.45423,67.02603,46.272697,59.19034,67.76398,83.36854,43.637524,83.31806,62.12051,77.2326,66.4384511,13.2368326625314
CC(C)NC(=O)CN1C(=O)C=C(C)C(C(O)=O)=C1C,230,166.32259,180.79395,182.37534,173.47867,185.17633,148.06413,172.99683,201.78531,182.22298,211.31712,180.453325,16.7028704191359
CC(CC(O)=O)NC1=NS(=O)(=O)C2=C1C=CC=C2,246,203.39792,188.89984,190.50826,197.6288,146.73256,158.72801,196.01176,169.7503,172.71379,167.34358,179.171482,17.8183339954614
CCC1=NC(C)=NC(N)=C1,150,126.453896,140.34567,135.28185,164.74626,110.522766,151.74681,178.52281,131.16603,126.603134,160.85587,142.6245096,19.8311834143492
OC(=O)CC1=NN(C(=O)C1)C1=C(Cl)C=C(Cl)C=C1,180,190.3696,164.79347,193.61694,178.26857,164.57423,162.15932,171.6032,179.9973,178.8229,191.79753,177.600306,11.1216839087849
SC1=NC2=C(C=CC(Cl)=C2)C(=O)N1,307,293.01736,331.9643,283.25824,269.24277,283.39883,300.98938,324.05527,283.29102,278.93613,329.33563,297.748893,21.6443576624856
[O-][N+](=O)C1=CC(=CC=C1)C1=NNN=N1,155,197.64294,226.75444,229.30197,212.95633,207.0985,234.4635,232.15451,225.8556,213.95815,204.3685,218.455444,12.2321438636416
COC(=O)C1=CC(=CC=C1)C1=NC(CCl)=CS1,130,71.97847,92.23857,66.73661,72.92213,63.95589,83.61952,104.08811,79.00642,65.441376,94.54311,79.4530206,13.0856549287035
COC1=C(C=C(C)C=C1)C1=NN(CC(C)C)C=C1C(O)=O,182,203.86632,145.0521,155.71469,162.4161,136.97183,123.0955,180.70906,151.78435,148.70978,184.35268,159.267241,22.9687803417454
CC(C)(C)N1C=C(C(O)=O)C(=N1)C1=C(F)C=C(F)C=C1,146,193.84532,178.3063,172.10158,189.41202,174.26288,192.36198,169.42099,169.6877,173.44626,140.9502,175.379523,14.5047407932938
[O-][N+](=O)C1=CC=C(NCC2=NC=CC=C2)C=C1,120,101.49314,107.75878,107.10123,115.44385,86.20525,78.659195,98.55771,89.69731,103.76752,126.20361,101.4887595,13.3565644806897
CCOC1=C(C=CC=C1)C1=NN(C=C1C(O)=O)C(C)(C)C,208,149.84137,140.68887,132.15991,142.53304,148.0136,130.13841,144.63911,142.90596,146.0537,124.901306,140.1875276,7.87979234366819
CC1=CC=C(OCC2=NC(=CS2)C(=O)NC2=NCCS2)C=C1,201,182.79874,138.19655,155.6984,164.16995,166.54553,194.21867,171.41626,165.84831,151.99593,181.91614,167.280448,15.5682156431094
C(NC1=NC2=C(N1)C=CC=C2)C1=CN=CC=C1,178,210.11432,214.48007,198.37656,205.76387,221.3693,193.79384,243.41591,219.57886,205.67049,188.2577,210.082092,15.0493067305659
CC(C)C1=NC(=NN1C1=C(F)C=CC=C1)C(O)=O,160,105.28086,131.69151,147.73991,128.77405,118.270706,145.78119,137.09856,139.57222,148.31665,156.94012,135.9465776,14.7186805634728
CC(C)(N)C1=NN=NN1,252,188.94263,165.64197,193.37372,161.17154,151.93013,170.35626,150.62659,152.68567,182.96223,148.87183,166.656257,15.8318132644704
COC1=CC2=C(C=C1)C=C(C=C2)C(C)Cl,83,68.46607,93.30719,68.27737,60.61546,77.62643,69.03965,79.41595,86.82361,81.043365,72.37207,75.6987165,9.32857275099414
FC1=CC(F)=C(OC2=NN=C(Cl)C=C2)C=C1,114,85.50662,102.01889,99.07624,62.21612,102.331985,88.71507,85.74714,101.95551,114.51163,83.01109,92.5090295,13.8579537293917
OCC1=CC2=C(C=NN2)C=C1,159,125.99071,134.2855,136.59007,133.43588,149.27481,134.10956,157.3039,138.30025,165.43182,142.06105,141.678355,11.5304862876214
CC1CCC(CC1)NC1CCC(O)CC1,144,181.2146,143.65013,163.1913,186.80925,196.69165,196.5516,177.93497,160.38638,150.11365,120.758606,167.7302136,23.4317557184405
CC1=CC(C)=C(C=C1)C1CNCCO1,50,67.75729,67.06183,26.256657,89.966934,21.901812,70.97445,35.572586,26.01657,63.790627,28.894318,49.8193074,23.2714957831001
CCN1N=C(C)C(C(O)=O)=C1Cl,130,134.43645,129.6255,150.55066,135.2877,105.88898,142.75424,131.47,94.40684,116.270935,135.88751,127.6578815,16.283281020346
CC1=C(C)C=C2OC(CC2=C1)C(O)=O,150,170.53857,217.86185,143.82507,180.63681,179.66612,162.40054,169.58968,168.89014,187.25461,167.10268,174.776607,18.2204762164067
CC(Br)C(=O)C1=CC=C(OC2=CC=CC=C2)C=C1,87,79.27311,70.95393,48.548145,77.44911,35.719788,46.817997,67.98218,72.80109,46.984947,56.607136,60.3137433,14.4839689207756
OC1=C(NC(=O)C2=CC=C(C=C2)C2SCCS2)N=CC=C1,115,197.25575,190.69545,142.7612,192.66643,188.84084,174.4659,176.67723,188.17386,191.46973,213.90636,185.691275,17.6160426291044
IC1=CN=C2C=CC=CN12,167,103.623314,116.73847,117.654434,121.56608,123.932755,90.61474,90.96117,114.79478,116.83773,114.467476,111.1190949,11.3490077024231
OC(=O)C1=CN(CC2=CN=CC=C2)N=N1,207,200.83281,198.21132,204.7959,181.41185,216.46288,205.33812,197.33585,201.69223,198.69478,210.8359,201.561164,8.81274193542873
OC(=O)C1=CN(CC2=NC=CC=C2)N=N1,180,176.54047,164.07097,153.45212,135.79573,174.14421,171.5179,161.97015,157.14027,178.25194,182.88698,165.577074,13.4520304422338
ClCC(=O)NNC(=O)C1=CC(=CC=C1)C#N,200,181.20816,213.07103,183.63875,173.78786,178.82022,160.54959,180.75096,206.63434,162.33414,181.30882,182.210387,15.8163956431186
COC(=O)C1=CC(=CC=C1)C1=NNN=N1,190,175.11298,182.91206,188.74237,167.05598,176.64958,200.33311,208.15561,201.40305,191.03902,172.83708,186.424084,13.0855193944323
COC(=O)C1=CC(=CC=C1)C1=NC(C)=CS1,53,56.93898,73.82814,58.556606,64.9492,44.58628,73.311134,77.502785,82.95654,45.807407,59.50528,63.7942352,12.3814246624703
OC(=O)C1=CN=C(NC2CC2)S1,218,215.98943,240.1398,256.50864,239.77728,230.7233,202.1936,229.78108,244.9524,237.24754,221.59714,231.891021,14.7720389188361
COC(=O)C1=CN=C(NC2CC2)S1,158,127.03337,156.77635,136.61082,135.57675,143.98631,112.69593,136.84215,137.85564,167.86948,137.9558,139.32026,14.2578767751787
CC1=CC=C(C=C1)N1CCCC(Br)C1=O,97,64.292725,65.008484,68.03059,101.47248,68.841095,89.88242,55.307053,72.9583,51.885765,122.784805,76.0463717,21.0284254057936
ClCC1=NC=C(O1)C1=CC=C(Br)C=C1,81,82.17645,126.51442,136.19579,133.91737,118.873055,103.324425,138.77658,121.662415,122.363075,109.655975,119.3459555,16.3463421758466
OC(=O)C1=C(O)C(Cl)=CC(F)=C1,211,184.15883,166.00305,176.41289,182.59296,195.23187,172.6313,189.22868,169.84503,189.58546,177.60103,180.32911,8.96634706090947
FC1=CC2=C(C=C1)C=CC(Cl)=N2,98,118.083015,108.18602,106.58523,90.59372,113.40169,134.3192,106.69792,103.6619,118.11252,117.741615,111.738283,10.9840317990807
CC(C)(C)CC(=O)NC1=CC(C(O)=O)=C(Cl)C=C1,215,160.80212,146.736,227.47353,155.48909,172.34737,176.65495,172.3703,174.43394,211.28014,201.10095,179.868839,24.314694571101
CC1=C(C)N=C(Cl)C(Cl)=N1,78,96.604996,102.37704,93.88733,96.660095,88.05764,84.50862,98.517784,127.78374,124.45675,104.80369,101.7657685,13.4627661898084
NNC(=O)NC1=CC=C(C=C1)S(N)(=O)=O,217,198.72571,211.53984,220.9737,165.11333,242.41301,180.29616,224.86342,205.07365,181.90941,178.23001,200.913824,23.2715599652272
ClC1=CC=C(C=C1)C1CC(=O)N1,91,174.45715,146.80118,186.0922,156.55457,163.81061,172.16177,155.44786,185.88722,137.68849,162.5806,164.148165,15.0385561355492
OC(=O)C1=CC(=C(F)C=C1)S(=O)(=O)CC1=NOC=N1,170,157.54866,217.50714,181.00705,184.55693,183.82216,170.11015,182.85014,195.94543,170.01625,165.78014,180.914405,16.1274436068989
COC1=CC(=CC=C1)C1=CC=C(CN)C=C1,47,64.54789,76.01534,82.001076,85.997574,57.774994,92.62965,76.77278,86.9365,105.60961,62.20925,79.0494664,14.0354448396878
COC1=C(CC(O)=O)C=C(Br)C=C1,133,138.74039,149.01755,138.52795,137.73357,154.98315,146.07533,147.4437,153.56035,146.34991,163.38062,147.581252,7.7661030868986
CNC(=O)CN1C=NC(N)=N1,150,178.18549,164.61215,185.22136,181.19858,195.52507,219.77498,185.10818,185.78377,204.44708,195.36275,189.521941,14.4166573909256
CC1=C(OCC2=CC=CC=C2)C=CC(Br)=C1,57,60.771767,60.05651,62.34548,49.68621,51.94325,41.621857,86.018005,46.992966,53.42877,50.720367,56.3585182,11.6531111380408
FC(F)(F)C(=O)NC1CCC=CC1,59,94.65748,35.589,47.646446,74.14248,56.323612,82.63035,64.61155,83.40875,44.640236,66.67367,65.0323574,18.087997205708
OC(=O)C1=CC2=C(OC1=O)C=CC(F)=C2,186,234.98128,210.65501,193.42558,196.37051,199.6196,191.22392,203.14058,165.0515,243.20473,190.19086,202.786357,21.4179145400429
CS(=O)C1=C(F)C=C(N)C=C1,110,61.050743,126.22836,113.652,105.50048,112.48672,118.09917,81.9209,112.51582,110.17044,100.17755,104.1802183,18.2135354474119
COC(=O)C(=CC1=CC(F)=CC=C1)C#N,108,75.79427,80.109856,74.94543,60.164665,99.497696,80.29614,93.732414,79.739975,78.226814,96.265305,81.8772565,11.1267582734707
OC(=O)C1=CC(F)=C(CS)C=C1,137,159.09296,168.64238,163.89835,173.57355,162.09622,166.34142,199.64246,163.64001,154.0889,173.7922,168.480845,11.8754051064258
CN1C=C(C=N1)C1=NN=C(Cl)C=C1,189,170.71141,161.88202,163.4396,157.1097,144.59978,197.97656,169.3468,175.90059,170.67435,164.9674,167.660821,13.0758301095215
CC(C)(C)C1=C(C=CC=C1)S(Cl)(=O)=O,60,40.950027,6.4073772,34.76343,25.16408,43.85684,66.86501,38.95859,54.3726,35.833176,43.64157,39.08127002,15.3079586969631
FC1=CC=C(C=C1)C1=NC(Cl)=CN=C1,96,73.04527,125.39374,101.39512,111.914474,89.2453,106.83395,107.02176,82.21461,100.60142,113.70784,101.1373484,14.8950433915647
CN1C=CC(=CC1=O)C(=O)NC1(CCCCCC1)C(O)=O,243,189.4691,201.3359,209.84372,228.64452,205.51505,167.53482,197.17876,193.06732,197.40344,221.05325,201.104588,16.1502237818625
CC(=O)C1=C(Cl)N=C2SC=CN12,160,94.99451,78.90558,122.59105,95.95004,120.711754,102.78046,110.52458,136.24658,115.67475,118.788315,109.7167619,15.8512466661469
NC1=NC2=C(C=CC=C2)N1C1=C(F)C=CC=C1,122,205.05873,191.13107,193.93848,161.39616,210.85278,187.84735,197.02869,187.40005,216.21353,179.94933,193.081617,15.0019065589885
CC1=C(CC2=C(O1)C=CC=C2)C(O)=O,235,144.3155,151.4142,155.13327,154.38483,169.4176,146.0378,132.50998,124.59401,170.27957,175.03606,152.312282,15.5196547069371
CC1CC(N)C(=O)N1C1=CC=CC=C1,78,133.81989,152.2342,164.5117,118.69155,112.84874,122.32564,188.06578,123.00561,128.40884,110.91474,135.482669,23.8069104522193
CNC(NC)=CC(=O)C1=C(C)C=CC=C1,207,96.271904,174.6443,167.28561,157.99423,152.92381,149.64627,105.383865,133.88147,141.77328,152.74625,143.2550989,23.9501859130601
NCCC1=CC=C(S1)S(=O)(=O)N1CCCCC1,75,94.85486,78.33064,105.400696,78.589386,54.11814,82.58848,78.509415,75.01064,70.37355,83.51831,80.1294117,12.9584136805786
CCCCCNC1=NCC(S1)C1=CC=CC=C1,67,70.95785,66.9616,73.05284,89.59479,119.20413,68.12346,84.149666,93.77439,95.337906,66.410614,82.7567246,16.1894422532827
COC(=O)C1=CC(=CC=C1)C(N)=NO,103,137.4071,149.5955,136.62791,156.72134,136.5737,127.22662,118.73356,115.95957,146.38768,129.31828,135.455126,12.4226255975886
CCCC1=NN(C(Cl)=C1C(O)=O)C1=C(F)C=CC=C1,170,144.9715,133.60332,131.85681,130.05098,106.28677,145.88817,146.43483,126.37817,132.41513,143.38058,134.126626,11.6324328275862
COC(=O)C(CCl)NC(C)=O,75,109.28691,69.05307,91.996346,74.8073,87.53568,61.55304,100.552444,88.70314,74.704956,93.30038,85.1493266,14.0834696922424
NC1=C(Cl)C=CC2=NSN=C12,90,108.92292,102.25368,72.92455,112.43662,106.74565,97.617195,107.020706,99.70472,95.0054,89.12103,99.1752471,10.997736063224
CC1=CC=C(C=C1)C(=O)C1=CC2=C(NC(=O)O2)C=C1,207,185.03682,220.43849,218.2646,211.99722,204.76064,224.12845,193.95204,217.26549,219.27832,234.39781,212.951988,13.9140264161448
OC(=O)[C@@H]1CCCN1C(=O)C1=NC=CC=C1,166,125.87258,99.529106,145.89438,118.053795,145.99121,121.07062,147.93661,124.195915,119.70192,124.51755,127.2763686,14.469423421782
CC1=C(C=NN1C1=CC=C(Cl)C=C1)S(Cl)(=O)=O,120,66.53777,95.986496,125.06682,98.9385,80.028786,80.79519,80.607925,89.19278,86.11835,92.9565,89.6229117,14.8030249405646
CC1=C(C)N=C(S1)S(=O)(=O)OC1=C(F)C(F)=C(F)C(F)=C1F,99,139.50746,94.68761,101.77001,120.95796,103.960754,95.64667,88.425644,94.75869,139.34085,84.62205,106.3677698,18.9900102955758
OCC1=C(NC(=O)C2=CC=CO2)C=CC=C1,96,131.5172,125.11161,121.83297,146.1607,144.74977,154.79755,145.8829,115.71433,183.27477,123.34259,139.238439,19.1622613797304
CNC1=CC(=C(N)C=C1)C(F)(F)F,87,59.516438,76.65281,75.27288,61.406044,102.679756,96.076485,63.548016,52.501045,72.26322,69.18567,72.9102364,15.075496281084
OC(=O)C1CCN(CC1)C(=O)C1=NC=CC=C1,147,132.41217,161.66405,142.6138,147.5371,142.89067,190.47249,180.22075,191.32399,170.35521,176.61845,163.610868,20.2134948257479
CC1=CC(OC2=C(C)C=CC(N)=C2)=NC=C1,77,128.33253,123.16491,120.85113,96.06191,76.102234,147.20131,133.31723,104.37076,138.57863,114.80287,118.2783514,20.2096167303745
OC1=CC=C(OCC=C)C=C1,37,59.078785,79.84383,68.40924,66.654915,65.98729,48.848366,62.16212,51.409344,67.92426,67.23958,63.755773,8.49974858361971
CCOC(=O)COC1=CC=C(O)C=C1,122,88.72745,65.73005,78.03263,78.00637,92.694466,85.375984,90.31544,89.05097,74.23777,57.34023,79.951136,11.0121232614222
CCOC(=O)C1=CNC2=C(C(F)=C(F)C(F)=C2)C1=O,340,180.13263,143.9941,123.87979,127.50299,168.02567,148.42851,166.6135,138.86743,134.52995,189.64996,152.162453,21.5045196574279
CN(C(C)=O)C1=CC=C(C=C1)S(Cl)(=O)=O,134,130.33836,136.8009,113.80619,103.203636,92.787704,115.15198,116.02477,131.52,92.064926,118.13255,114.9831016,14.6776063873844
NC1=C(C=C(F)C(F)=C1Br)[N+]([O-])=O,105,104.28554,75.29587,71.54863,54.5519,109.05643,103.14917,86.03565,93.19432,82.51079,62.646,84.22743,17.4653394648635
CC1=NC(=NN1)C1=CC=C(I)C=C1,198,199.09097,178.15225,209.52814,213.232,196.56165,229.91762,226.12929,193.44025,217.88255,220.03029,208.396501,15.4682383165411
OC(=O)C1CCN(C1=O)C1=CC(Cl)=CC=C1,114,168.7328,170.2528,135.68275,166.94989,132.79144,154.14049,163.35422,178.53201,150.62517,155.07591,157.613748,14.1616708661046
COC1=NC2=C(C=CC=C2)C(CN)=C1,80,101.108116,98.618744,112.89708,118.23656,102.50062,113.67293,120.79481,88.83369,111.272064,99.360756,106.729537,9.62785893569507
CN1C=CC(=N1)N1CCCC(Br)C1=O,105,91.40531,74.58786,85.52951,82.1607,100.32027,76.8602,80.46293,55.109417,77.36782,101.38515,82.5189167,12.7982311384933
CC(C)(C(O)=O)C1=CC2=C(C=CC=C2)C=C1,147,135.16718,145.4716,153.37096,138.75723,130.66457,127.58843,122.950745,145.28104,128.5774,143.11462,137.0943775,9.21485558417853
CC1=CC(=CC(C)=C1F)S(Cl)(=O)=O,89,52.187424,73.24445,56.324802,46.350937,50.92274,80.276474,52.350956,68.24722,56.972904,62.20124,59.9079147,10.3452227148772
OC(=O)C1=CC=C(C=C1)C1=CC(F)=C(F)C(F)=C1,265,262.68585,286.4115,228.62518,223.41026,236.15945,257.09952,212.0928,221.15135,233.36148,251.11621,241.21136,21.6043377473747
CC(=O)CN1C=C(Br)C=N1,63,119.18967,61.993553,101.77031,81.23904,95.96259,93.17053,123.48736,69.62502,77.62032,70.63339,89.4691783,19.8981021674732
