SMILES;MP;split;Number
Oc1c(O)cccc1O;133;Train;8366
CC(C1CCCCC1)C;-89.4;Train;18920
BrCC(CBr)(CBr)CBr;163;Train;23954
OC1CC(C)(C)N(C(C1)(C)C)O;70;Train;21513
COC(=O)C12ON1c1c(C2=O)cccc1;221;Train;11458
Cc1cccc2c1ccc1c2cccc1;123;Train;18817
O=C(c1ccccc1C(=O)OCc1ccccc1)OCc1ccccc1;41;Train;6798
CC(=O)Nc1cccc(c1)N=[N+](c1cccc(c1)NC(=O)C)[O-];254;Train;11529
N#CC(Cl)(Cl)F;-110;Train;25108
C1[C@@H]2C[C@@H]3C[C@H]1C[C@H](C2)C3;269;Train;15574
OS(=O)(=O)F;-87.3;Train;16125
CCCCCCCCCCCC(=O)OCCCC;-10;Train;8014
OCCCCC#CC#CCCCCO;50;Train;5671
[O-][N+](=O)c1ccc(c2c1cccn2)O;180;Train;6259
C[Si](C#CC1(O)Cc2c1cccc2)(C)C;47;Train;11032
COc1ccc2c(c1)oc(cc2=O)c1ccccc1;110;Train;6238
O=Cc1ccccn1;-21;Train;8352
C[Si](C#Cc1ccccn1)(C)C;42;Train;1078
OC(=O)C=CC(=O)O;134;Train;7427
CCn1ccc(nc1=O)NS(=O)(=O)c1ccc(cc1)N;166.5;Train;16869
CCCCCCOC(=O)CCCCC;-55;Train;17769
[O-][N+](=Nc1cccc(c1)OC(=O)c1ccccc1)c1cccc(c1)OC(=O)c1ccccc1;175;Train;11526
COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4CC[C@@H]1O)C;112.5;Train;16470
CC(=O)Nc1cc(N)c(cc1C=Cc1ccccc1)C=Cc1ccccc1;218;Train;9851
O[C@@H]1[C@H](O)[C@H](O[C@H]1N1C=CCC(=C1)C(=O)N)COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)O)O;141;Train;16261
O=C(C1=C(C)OCCS1(=O)=O)Nc1ccccc1;120;Train;17859
COc1cc(ccc1O)C1Nn2c(S1)nnc2c1cccnc1;216;Train;12117
O=C([C@@H](c1ccc(cc1)O)N)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C;194;Train;16337
OC(=O)c1ccc(cc1)C;180;Train;8330
O=C(c1ccc(cc1)C(=O)Oc1cc(Cl)cc(c1)Cl)Oc1cc(Cl)cc(c1)Cl;230;Train;10751
CCOC(=O)c1coc(n1)N;126;Train;7054
SC(=S)N1CCNCC1;228;Train;23062
CCOC(=O)C(C1(CCC(=O)O1)c1ccc(cc1)OC)(C)C;59;Train;12029
Clc1cc2c(c(c1Cl)Cl)cc(c(c2Cl)Cl)Cl;118.3;Train;24636
NC(=O)c1cccc(c1F)Cl;126;Train;3765
CC(=O)Oc1ccccc1O;57;Train;13979
Clc1cc(Cl)c(c(c1)I)N;80;Train;1449
BrCc1cccc(c1)Br;42;Train;3728
Cc1nn(c(c1N)C)C;102;Train;4539
Brc1[nH]nc(c1Br)Br;186;Train;3230
COc1ccc(cc1)C(c1ccc(cc1)OC)(c1ccccc1)Cl;124;Train;4425
NC1=CC=C2C(=CN=N2)[CH]1;176.5;Train;24327
CC(=O)Oc1ccc2c(c1)cc(cc2)OC(=O)C;131;Train;1838
CC(CCCC(C)C)C;-103;Train;13629
CCCCCCCCCCCCCCCCc1ccccc1;27;Train;18537
Oc1ccc(cc1)C1CCCCC1;133;Train;18621
Clc1cc(Br)c(c(c1)Br)N;93;Train;4850
CC(=O)OC1CCC2(C(C1)CC1(C3C2CCC2(C3CCC32OCCO3)C)OCCO1)C;208;Train;10096
CN(c1ccc(cc1)C(c1ccc(cc1)N(C)C)c1ccccc1)C;101;Train;7410
COC(=O)c1cc(Cl)cc(c1)Cl;59;Train;7528
CCCc1cc(C)cc(c1)C;-59;Train;13907
COc1cc2c(Cl)ncnc2cc1OC;186;Train;4942
ClC(=O)c1ccc(cc1)C;-2;Train;8334
O=S(=O)(Cc1ccccc1)Cc1ccccc1;151;Train;6801
O=C(c1cnc(c(n1)Cl)C(C)(C)C)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F;99;Train;10377
NCCCC[C@@H](C(=O)O)N;224;Train;16975
O=C(C(C(F)(F)F)C(F)(F)F)Nc1cc(Cl)ccc1Cl;211;Train;12191
N#CCS(=O)(=O)c1ccc(cc1)F;91;Train;5172
OC(=O)c1ccccc1I;162;Train;2769
OCc1cc(Br)ccc1O;109;Train;5757
O=C(c1ccc(cc1)N)NC(C(=O)O)CCC(=O)O;173;Train;22941
C1CCC(CC1)P(c1ccccc1)C1CCCCC1;60;Train;6816
O=C(C(C(C(=O)c1ccccc1)CC(=O)c1ccccc1)CC(=O)c1ccccc1)c1ccccc1;169;Train;10918
COc1cc(OC)ccc1CC(=O)O;110;Train;1527
CCCCC(CC)O;-70;Train;13485
Brc1cccc(c1)NC(=O)c1cnc(c(n1)Cl)C(C)(C)C;105;Train;10380
CNCC(OC)OC;-73;Train;878
CCOc1cc(C=O)cc(c1O)Br;142;Train;3708
Cc1sc(nc1c1ccccc1)c1ccncc1;84;Train;5979
N#Cc1ccc(cc1Cl)C(F)(F)F;83;Train;2314
n1ccc(cc1)c1ccccn1;61;Train;1408
Cc1ncc(nc1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1;208.5;Train;16363
[O-][N+](=O)c1cnc(c(c1)C)O;230;Train;2695
N#CCCN1CCCCC1;-6.8;Train;18061
COc1ccccc1OCC(CNC(C)C)O;82.5;Train;23661
OCc1ccccc1C(c1ccc(cc1)O)c1ccc(cc1)O;201.5;Train;23013
OC(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F;142;Train;3378
N#CCS(=O)(=O)c1ccccn1;78;Train;3056
S=C1NC(=C(C(N1)c1ccco1)C(=O)OCc1ccccc1)C;164;Train;11939
S(Cc1ccco1)Cc1ccco1;31;Train;6870
c1ccc(cc1)C1=NC(C(N1)c1ccccc1)c1ccccc1;134.5;Train;24594
COC(=O)Oc1c(F)c(F)c(c(c1F)F)F;29;Train;7691
N#Cc1ccc(cc1Cl)Br;70;Train;4709
Clc1c2OC(Oc2c(c(c1Cl)Cl)Cl)(c1ccccc1)c1ccccc1;153;Train;10395
Cc1ccc(c2Cc1c(C)ccc2C)C;72;Train;12670
Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2c(c1)OCO2;130;Train;16249
O=Cc1cc(n(c1C)c1ccccc1)C;89;Train;1653
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C;176;Train;17808
CC(NCC(c1ccc(cc1)NS(=O)(=O)C)O)C;206.75;Train;16668
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C(C(Br)(Br)Br)Br;143;Train;25893
CNC1CCCCC1;-8;Train;8095
Clc1cccc(c1c1noc(c1C(=O)O)C)Cl;223;Train;3089
O=Cc1cc2ccccc2c2c1cccc2;102;Train;8245
OC(=O)CCCCCCCCCC(=O)O;109;Train;16200
Cc1ccccc1c1cc2ccccc2c(=O)o1;86;Train;12265
O=C1CC(Oc2c1cccc2)c1ccccc1;77;Train;19819
CC(=O)N=c1sc(nn1c1ccccc1[N+](=O)[O-])C(=O)C;185;Train;10702
C[C@@H]1NC[C@H](NC1)C;117;Train;8558
O=C(c1cccs1)C=Cc1cccs1;99;Train;601
O[C@H]1CC[C@]2([C@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@H]1CC[C@H]2[C@@H](CCC(=O)NCC(=O)O)C)C)O)C;166.5;Train;17080
OC(C(C)C)C(C)C;-70;Train;1529
CCC1(C(=O)NC(=O)N(C1=O)C)c1ccccc1;176;Train;8962
CC(=O)C(=O)C;-3;Train;1233
CC(CC(=O)CC(C)C)C;-42;Train;1812
OCc1ccc(cc1)C;59;Train;5402
Cc1cc2cc3CCCCn3c(=O)c2c(c1)C;62;Train;10954
Cc1ccc(cn1)C;-16;Train;19426
[N]1C=NN=N1;157;Train;23126
Clc1ccc(c(c1)Cc1ccccc1)O;48;Train;2069
OCC(O)C;-60;Train;640
OCc1cccc(c1O)OC;61.5;Train;24025
NC(=O)c1cnccn1;189;Train;8895
CC(=O)c1ccc(cc1)S(=O)(=O)Cl;84;Train;4528
O=c1ccc2c(o1)cc(c(c2)O)O;276;Train;25582
S=C(c1ccccc1)c1ccccc1;53.5;Train;25187
C=Cc1cccc(c1)C(=O)O;95;Train;4212
Nc1ccc(c(c1)F)Cl;60;Train;4900
CCN(CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C)CC;124;Train;21494
COc1cccc(c1C)C;29;Train;1314
Cc1cnc(nc1)NS(=O)(=O)c1ccc(cc1)N;262.5;Train;23306
COc1cc(cc(c1OC)OC)C(=O)OCCCN(CCN(CCCOC(=O)c1cc(OC)c(c(c1)OC)OC)C)C;76;Train;21429
O=C1C=CC(=O)C2C1Cc1ccccc1C2;128;Train;10143
Clc1ccc(c(c1)N=Nc1c(N)nn2c1nc(C)cc2C)Cl;280;Train;10596
Nc1cccc(c1)C(O)C;68;Train;822
OB(c1ccc(cc1)S(=O)C)O;170;Train;4314
O=C1CCC2(C(=C1)CCC1C2C(O)CC2(C1CCC2C(=O)C)C)C;222;Train;24870
OCCCc1ccc(cc1)OC;26;Train;24110
OC(=O)C(Cc1ccccc1)CC(=O)O;162;Train;6365
OCC1=CCN2C1C(O)CC2;119.5;Train;19706
CN(CC(=O)c1ccc(cc1)Cl)CCCN1c2ccccc2CCc2c1cccc2;105;Train;21789
N#CCC(=O)c1cccc(c1)Cl;81;Train;3846
FC(c1ccc2c(c1)c(N)n[nH]2)(F)F;135;Train;3619
Oc1ccccc1N=C(c1c(O)c2ccccc2n(c1=O)c1ccccc1)C;269;Train;9224
COc1ccc2c(c1)nc(cc2C)S;234;Train;2799
N#Cc1ccc(cc1)c1ccccc1;86;Train;5026
O=C(c1cnc(cn1)C(C)(C)C)Nc1ccccc1C;81;Train;10390
C=CCc1cc(OC)c(c(c1OC)OC)OC;25;Train;25224
COc1cc(cc(c1OC)OC)c1nnc2n1N=C(CS2)C(C)C;157;Train;10777
Fc1cc(Br)c(c(c1)Br)Cl;86;Train;2261
Cc1cc2c(-c3c(CCC2C)oc2c3cc(Br)cc2Br)o1;121;Train;11222
OC(=O)C(Oc1ccc(cc1Cl)Cl)C;114;Train;40
O=C1OC(=NC1=Cc1cc(ccc1O)[N+](=O)[O-])c1ccccc1;232;Train;9586
OC(c1ccccc1)C(N)C;77.75;Train;21639
CCCCCCCCCSCCCCCCCCC;15;Train;6941
OC(=O)c1cnc(s1)Br;182;Train;2244
NC(=O)CC(C(=O)O)O;147.5;Train;24621
NC(C(Cl)(Cl)Cl)O;73;Train;24587
ONC(=O)c1ccccc1O;168;Train;23033
O=c1c2ccccc2cc2n1c1ccccc1cc2;125;Train;10944
CCCCCCCCCCNC(=O)C(C(F)(F)F)C(F)(F)F;66;Train;11896
Clc1ncnc2c1c1CCCCc1s2;96;Train;4936
OCc1cccc(c1)C(=O)O;115;Train;13985
COC(=O)C1(CC1)S(=O)(=O)c1ccc(cc1)Cl;115.5;Train;24287
CCOC(=O)/C=C\1/SC(C(=O)N1C)N1CCCCC1;140;Train;25781
Oc1ccc(cc1)C(=O)c1csc(c1)S(=O)(=O)N;192.5;Train;26085
Oc1nc(nn1c1ccccc1)CCc1ccccc1;182;Train;11430
O=C(c1ccccc1)CCCC(=O)O;127;Train;4621
C[C@@H]1CCC[C@H](C1)O;-0.5;Train;25304
COc1ccc(c(c1)C(=O)O)OC;77;Train;1644
CC(=O)OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CC(C2=CC(=O)C=CC12C)C;206.5;Train;25195
CCc1ccc(o1)C(c1ccc(o1)CC)c1ccc(cc1)C(c1ccc(o1)CC)c1ccc(o1)CC;81;Train;11090
OCCCS(=O)(=O)c1ccc(cc1[N+](=O)[O-])S(=O)(=O)N;169;Train;26135
OCC(=O)[C@H]1CC[C@@H]2[C@]1(C=O)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C;166.5;Train;16296
Oc1cc(O)c2c(c1)oc(c(c2=O)OC1OC(C)C(C(C1O)O)O)c1ccc(c(c1)O)O;170;Train;25673
CC(=O)c1cccc(c1)S(=O)(=O)Cl;43;Train;3568
ClC(C(C(F)(F)F)(F)F)Cl;-94;Train;22822
OC(=O)CC(C(=O)O)Br;161;Train;23730
OCC(=O)C1(O)CCC2C1(C)CC(=O)C1C2CCC2C1(C)CCC(C2)O;190;Train;25225
CC(OC(=O)C1(CC1)S(=O)(=O)c1ccc(cc1)[N+](=O)[O-])C;122.7;Train;24292
OC(=O)COc1ccc(cc1Br)Br;151;Train;1430
CCCCN(CCCC)CCO;-75;Train;20632
OCC(CCl)O;-40;Train;3750
OCCN(C(=O)COC(=O)c1ccccc1)CC;79;Train;26082
Fc1ccc(c(c1)F)Br;-4;Train;316
CCCCOC(=O)C(OC(=O)C)(CC(=O)OCCCC)CC(=O)OCCCC;-80;Train;21208
O=C(Nc1ccccc1)OCc1ccccc1[N+](=O)[O-];141;Train;12430
COc1ccc(cc1)C(c1ccccc1)O;67;Train;5333
[O-][N+](=O)c1ccc(c(c1)Cl)Cl;41;Train;667
CC(=O)c1ccc(c(c1)Cl)Cl;74;Train;3278
S=C=Nc1ccc(cc1)C#N;120;Train;5030
Clc1cccc2c1cc1ccccc1c2;77;Train;14535
OC(=O)C(c1ccc(cc1)C(=O)c1cccs1)C;124.3;Train;16789
CC(OP(=O)(F)C)C;-57;Train;20539
COC(=O)/C=C/c1ccccc1;36;Train;14085
COc1cc(cc(c1OC)OC)c1nnc2n1N=C(CS2)c1ccccc1;197;Train;12360
[O-][N+](=O)c1cc(ccc1F)C(=O)O;124;Train;5140
S=C1SCN(CN1Cc1ccccc1)Cc1ccccc1;101.5;Train;23144
CCCOC(=O)CCC(=O)OCCC;-5.9;Train;18779
Clc1ccc(cc1)Br;65;Train;288
C=CC(C)(C)C;-115;Train;3214
COc1c(F)ccc(c1F)C(=O)O;194;Train;1486
CCc1cc(Cc2cc(CC)cc(c2O)C(C)(C)C)c(c(c1)C(C)(C)C)O;120.5;Train;21005
ClCC(=O)CCl;44;Train;579
CCOC(=O)C(C(=O)OCC)C(=O)OCC;28;Train;8621
CCCCCCCc1ccc(cc1)c1ccc(cc1)C#N;31;Train;5012
Clc1ccc(cc1)c1cc(Cl)ccc1Cl;65;Train;28393
O1CC1C1OC1;-19;Train;26809
CCCCCCCCOc1ccc(cc1)C(=O)OC;35;Train;7624
OC(C(c1ccccc1[N+](=O)[O-])O)c1ccccc1;100;Train;11790
CC(CCOC(=O)C=Cc1ccc(c(c1)[N+](=O)[O-])C=CC(=O)OCCC(C)C)C;94;Train;9834
Nc1ccc(cc1)S(=O)(=O)Nc1oc(c(n1)C)C;193;Train;18897
Clc1cc(Cl)c(cc1OCC#CI)Cl;113.5;Train;16773
COC(=O)C1=C(C(=O)OC)C(=O)C(=C2C=Cc3c(N2)cccc3)C1=O;363;Train;9574
Oc1cccnc1N;170;Train;1923
CC(COC(=O)Nc1ccc2c(c1)nn(n2)C1CCCC1)C;121;Train;26151
COc1ccc(cc1)NCC(=O)Nc1ccc(cc1)OC;132;Train;11606
CCOC(=O)c1cc2cc(c(cc2c(=O)o1)C(F)(F)F)C(F)(F)F;192.85;Train;27221
Cc1cccc(n1)C(=O)C(=O)c1ccccc1;76.85;Train;27041
C#CC1(O)CCC2(C(C1)(C)CCC1C2CCC2(C1CCC2=O)C)C;238;Train;10021
CCCCCCCCCCCCCCCC;18;Train;8065
Clc1cc(Cl)c(c(c1)C(=O)O)N;226;Train;1903
O=C1CCCC(=O)C1C;206;Train;2918
[O-][N+](=O)c1cc[n+](c(c1)Br)[O-];145;Train;2150
N#CC1=C2Sc3c(N2C(=C(C1c1ccccc1)C#N)N)cccc3;205;Train;12389
Oc1ncnc2c1cnn2c1ccccc1;306;Train;5188
CC(OC(=S)SSC(=S)OC(C)C)C;55;Train;23078
ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl;95.5;Train;21864
C1CCCCCCCCCCCCCCC1;61;Train;14584
OC(=O)CCC(C1CCC2C1(C)C(O)CC1C2CCC2C1(C)CCCC2)C;187;Train;10177
Oc1ccc(cc1)C(=O)/C=C/c1ccccc1;176;Train;5236
OC(=O)Cc1ccc(cc1)I;138;Train;5274
CCCCCCCCCCCCCCCCCC(=O)OCCC;28.9;Train;23982
CCNc1cc(=O)oc2c1cccc2;150;Train;12276
COc1cc(ccc1[N+](=O)[O-])C(=O)O;233;Train;4052
CC1=C2N=c3c(=C2C=C[N]1)cccc3;236.5;Train;25581
COc1c(O)ccc2c1C(=O)N1[C@@H](C2)c2cc3OCOc3cc2CC1;208.85;Train;27229
CCOc1ccc2c(c1)oc(=O)cc2C;115;Train;6215
CCC(C(=C)C)CC;-112.9;Train;24783
BrC(C(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Br)c1ccc(cc1)C(C(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Br)Br;265;Train;11655
COc1ccc2c(c1)CCC(=Cc1ccccc1)C2=O;75;Train;12201
CCOC(=O)CCc1ccc2c(c1)NC(=O)CC2;124;Train;11545
COc1ccc2c(c1)[C@]13CCCC[C@@H]3[C@@H](C2)N(CC1)C;110;Train;28014
CC1(OCCNC1)c1ccccc1;36;Train;2868
ClCC(C(=O)O)(Cl)Cl;65.5;Train;18033
CC(C#Cc1ccccn1)(O)C;83;Train;4240
CCOC(=O)C(c1c(=O)oc2c(c1O)cccc2)c1c(=O)oc2c(c1O)cccc2;154;Train;26243
CC(Br)C;-89;Train;2232
Clc1ccc2c(c1)cccc2;61;Train;20937
CCCCCCCCCCCCCCCC(O)C;54;Train;22687
CSc1[nH]nc(c1C#N)N;149;Train;3625
Fc1ccc(c(c1)Cl)S(=O)(=O)Cl;30;Train;2331
Fc1cncc(c1)Br;26;Train;3711
CC(=O)OC(c1ccccc1)CCC(=O)c1ccccc1;73;Train;10916
Oc1ccc2c(c1)c(N)ccc2;208;Train;6250
OC1CCC2C1(C)CCC1C2CCC2C1(C)CC1SC1C2;127;Train;21951
COc1cc(ccc1O)C=C1CCCC(=Cc2ccc(c(c2)OC)O)C1=O;178.5;Train;25390
c1cc2cccc3c2c(c1)C=C3;91;Train;15564
N#Cc1cc(F)c(c(c1)F)F;46;Train;3243
CCCCC(C(=O)O)Br;4;Train;2219
N#Cc1cc(F)cc(c1)Cl;57;Train;3824
CC(=CC1C(C1(C)C)C(=O)OCc1coc(c1)Cc1ccccc1)C;56.5;Train;21571
O=C(N(C)C)Nc1cccc(c1)C(F)(F)F;163.5;Train;17301
Brc1c[nH]nc1C;75;Train;4771
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1S(=O)(=O)CC;177;Train;24415
CCCCc1ccc(cc1)N=Nc1ccc(cc1)OC(=O)CC;86;Train;10730
Brc1ccc(cc1)NN=C1C(=O)NN=C1C(F)(F)F;212;Train;9718
FC(C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F)(F)F;-115;Train;23554
OCC1CCC(O1)n1ccc(=O)[nH]c1=O;128;Train;25036
Brc1nc2c([nH]1)cccc2;198;Train;2208
C=Cc1c2ccccc2cc2c1cccc2;64;Train;6304
N#CCc1ccccc1CC#N;59;Train;643
CCCCOC(=O)c1ccc(cc1)N;58;Train;17114
Oc1ccccc1c1ccccc1;56;Train;3035
COC(=O)C(C)C;-85;Train;7675
CC(CCCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C)C;148;Train;13095
COC1(CBr)OC(C(C1OC(=O)c1ccc(cc1)C)OC(=O)c1ccc(cc1)C)COC(=O)c1ccc(cc1)C;149;Train;10164
CCCC(CC)(C)C;-126;Train;13455
OB(c1cccc2c1Sc1ccccc1S2)O;147;Train;8512
C=COCC(C)C;-112;Train;20477
FC(=C(C(F)(F)F)C(F)(F)F)F;-130;Train;22821
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C(C)C)C(C)C;108.5;Train;26168
OC(=O)[C@@H]1CC=CC[C@@H]1C(=O)O;168;Train;6665
O=C=S;-139;Train;16152
COc1c(OC)ccc2c1C(=O)OC2;101;Train;12826
C#CC1(O)C=CC2C1(CC)CCC1C2CCC2=CC(=O)CCC12;197.9;Train;22012
Clc1nc(Cl)nc(n1)Cl;147;Train;6690
ClN=C1C=C(Cl)C(=O)C(=C1)Cl;67;Train;15191
OC(=O)c1ccncc1;315;Train;21405
OC(=O)COc1ccc(cc1C)Cl;120;Train;20850
CCCc1c2oc(cc(=O)c2cc2c1n(CC)c(cc2=O)C(=O)O)C(=O)O;299;Train;17060
OCCOCCO;-10;Train;6859
CSCS(=O)(=O)c1ccc(cc1)C;79;Train;7726
CC(=O)N(c1ccccc1)Nc1ccc(cc1)c1ccc(cc1)[N+](=O)[O-];161;Train;11584
CCOC=Nc1c(C#N)cnn1c1ncnc2c1cnn2C;155;Train;9257
BrCC(Br)(Cl)Cl;-26;Train;21265
OC[C@@H]([C@H]([C@H](C=O)O)O)O;110;Train;7417
OCN1N=C(C(=NNc2ccc(cc2)OC)C1=O)C(F)(F)F;143;Train;9659
Clc1ccc(c(c1)C(=O)Nc1ccc(c(c1)Cl)Cl)O;247;Train;23472
OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2C[C@@H](C2=CC(=O)C=C[C@]12C)C;232.5;Train;16552
Oc1ccc(c(c1)N)C;157.8;Train;18094
c1ccc(cc1)C1Cc2c(N1)cccc2;49;Train;12698
CCC[C@H](C1(CC=C)C(=O)NC(=O)NC1=O)C;100;Train;16752
O[C@@H]1CC(=C[C@H]([C@H]1O)O)C(=O)O;186;Train;8416
c1coc(c1)C(N=Cc1ccco1)/N=C/c1ccco1;117;Train;25871
CCN(C(=O)c1ccccc1C(=O)N(CC)CC)CC;36;Train;23017
COP(=S)(Oc1cc(Cl)c(cc1Cl)I)OC;72.5;Train;17543
Oc1cccc2c1-c1ccccc1C2=O;250;Train;18352
O=Cc1cc(n(c1C)c1ccc(cc1)C(F)(F)F)C;86;Train;28343
Cc1ccc(o1)C(c1ccccc1Br)c1ccc(o1)C;57;Train;11257
CCCCCCCC(=O)O;17;Train;8186
FC(Br)(Cl)Cl;-106;Train;19951
CCCCCCCCCCCCCCCCCCOO;49.5;Train;26680
N#CCc1ccc2c(c1)cccc2;83;Train;2954
Oc1ccc2c(c1)NC(=C1C(=O)c3c(C1=O)cccc3)C=C2;267;Train;9571
ClC=CCl;-80;Train;13286
Clc1ccc(cc1)N=N#N;20;Train;23958
CCCCCCCCCCCCCCCCCCSSCCCCCCCCCCCCCCCCCC;62;Train;6942
c1ccc(nc1)c1nc2c([nH]1)cccc2;223;Train;944
COC(=O)c1sc(c(c1N)C#N)SC;207;Train;7535
CCOc1cccc(c1)C(=O)O;136;Train;3891
c1ccc(cc1)c1csc(n1)c1ccncc1;93;Train;5549
O=C(C(C)(C)C)NNCc1ccccc1;68.5;Train;19998
OCC1OC(OCC2OC(OC(c3ccccc3)C#N)C(C(C2O)O)O)C(C(C1O)O)O;224.5;Train;22178
CC(=O)OCC=C;6;Train;6346
Cc1c2ccccc2nc2c1cccc2;118;Train;19262
C=CCCCCCCCCC(=O)OC;-27.5;Train;20390
c1ccc(cc1)C=C1C2OC3C(C2c2c1cccc2)c1c(C3=Cc2ccccc2)cccc1;215;Train;9356
Fc1ccc(cc1)c1nnn[nH]1;210;Train;5625
CCCCCCCCCCCCCCCCCC#C;33;Train;14681
OCC1OC(C(C1O)O)n1cnc2c1ncnc2;181;Train;24931
OC(=O)c1snnc1C;185;Train;5363
Clc1cc(nc2c1cccc2)C(F)(F)F;32;Train;4842
COc1ccccc1/N=N/c1c(O)ccc2c1cccc2;183;Train;26137
ClCC(C)(C)C;-20;Train;8041
O=C(N(C(=O)C1Cc2c1cccc2)c1ccccc1)Nc1ccccc1;158;Train;10838
CCCCCCCCCCCCO;26;Train;212
CCCCCCCCCCCCCCCCCC(=O)N;109;Train;17452
CCOC(=O)Nc1ccc(cc1[N+](=O)[O-])C;65;Train;10320
CN1CCC23C4C1Cc1c3c(OC2C(C=C4)O)c(cc1)OCc1ccccc1;132;Train;25083
OC(=O)Cc1cccc(c1F)F;118;Train;1291
O=c1c2ccccc2cc2n1ccc1c2cccc1;147;Train;10941
CNC(=O)C(=O)NC;216;Train;7868
O=C1CNC(=S)N1;230;Train;25378
Clc1ccc(c(c1)B(O)O)Cl;213;Train;1599
[O-][N+](=O)c1cc2cccnc2c2c1cccn2;203;Train;6000
OCC1OC(OC2C(C)OC(C(C2O)O)OC2CCC3(C(C2)(O)CCC2C3CCC3(C2(O)CCC3c2ccc(=O)oc2)C)C=O)C(C(C1O)O)O;283.5;Train;25048
c1ccc(cc1)c1csnn1;78;Train;5546
N#CC(=Cc1ccccc1Cl)c1scc(n1)c1cccs1;102;Train;9979
C1CCC(CC1)c1ccc(cc1)C1CCCCC1;104;Train;14640
CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2c1cccc2;183.5;Train;16649
O=C(N1CCCCC1)/C=C/C=C/c1ccc2c(c1)OCO2;131;Train;8297
CCOC(=O)c1cc(OC)c(cc1N)OC;87;Train;7048
Clc1ccc(cn1)[N+](=O)[O-];107;Train;2396
OCC1(CO)CCC=CC1;88.5;Train;18277
CN[C@H]1CC[C@H](c2c1cccc2)c1ccc(c(c1)Cl)Cl;244;Train;16414
CN(C(=O)n1cc(F)c(=O)[nH]c1=O)C;226.5;Train;26001
Clc1ccc(c(c1)N=Nc1c(N)nn2c1nc(C)cc2C(F)(F)F)Cl;216;Train;10680
Cc1ccc(cc1)n1c(=S)onc1c1cccnc1;159.35;Train;27193
Brc1ccc(cn1)c1cccnc1Cl;161;Train;6077
COc1ccc(cc1C(=O)CCCCC(=O)O)OC;76;Train;12534
COC1=C(OC)C(=O)OC1=CC1CCC=CC21OC(=O)C(=C2OC)OC;119;Train;9918
Nc1cccc2c1cccc2N;191;Train;449
CCCCCCCCCCCCCC(=O)OC;18;Train;7705
CCOCCOC(=O)C;-62;Train;2552
CCCCCc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C#N;129;Train;5016
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C;165;Train;16516
COc1cc2-c3c(OC)c(OC)cc4c3C(Cc2cc1Oc1cc(OC)c(cc1CC1N(C)CCc2c1cc(OC)c(c2)OC)OC)N(C)CC4;160.5;Train;25215
O=C(C(Oc1ccc(cc1)Oc1cnc2c(n1)ccc(c2)Cl)C)OCCON=C(C)C;66.3;Train;24251
ClCc1ccc(cc1)OC;24.5;Train;23549
O=C=Nc1c(C)cc(cc1C)Br;61;Train;4698
ClC1=C(Cl)C(C(=C1Cl)Cl)(Cl)Cl;-9;Train;14903
N1CCN(CC1)c1ccccc1;18;Train;68
OC(c1ccc(c(c1)O)O)C1CCCCN1;203.5;Train;25055
O=C1OC(=O)c2c1cc(Cl)c(c2)Cl;186;Train;12802
O=C1OC2(c3c1cccc3)c1cc(Br)c(c(c1Oc1c2cc(Br)c(c1Br)O)Br)O;295;Train;17602
O=C1C=C[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)O)C)C;165;Train;27492
O=C(ON1C(=O)CCC1=O)OCc1ccccc1;80;Train;7804
O=C(c1ccccc1)Oc1ccccc1;69;Train;8255
