SMILES;MP;split;Nr
O=C1c2cc(ccc2C(=O)c2c1cccc2)c1ccccc1;162;Train;17629
Brc1c(c2c(Br)c(Br)c(c(c2Br)Br)Br)c(Br)c(c(c1Br)Br)Br;375;Train;8150
CCCCCC(=O)OCCC;-69;Train;2594
Oc1ccc(cc1)C(=O)c1ccccc1F;117;Train;3698
N#CCc1ccc(c(c1)Br)OC;52;Train;7408
COc1ccc(cc1)P1(=S)SP(=S)(S1)c1ccc(cc1)OC;223;Train;3785
N#Cc1ccc(c(c1)Cl)OC(F)(F)F;40;Train;5907
Fc1ccc(c(c1)C(=O)O)C;131;Train;26415
[O-][N+](=O)c1cnc(n1C(O)C)C;160.5;Train;24046
C1CCCCSC1;0.5;Train;25934
Oc1ccccc1c1nc2c(o1)cccc2;123.5;Train;19432
CCCCCCCC(=O)OCCCC;-42.9;Train;4202
OC1CN2CCC1CC2;221;Train;22760
C=CC1CN2CCC1CC2C(c1ccnc2c1cc(O)cc2)O;202;Train;10327
O=C1C(=CC(=O)c2c1cccc2)NCc1ccc(cc1)N(C)C;166;Train;4352
O=Cc1ccc(cc1)C(F)(F)F;2;Train;21142
CC(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)O;70;Train;23105
Nc1cc(c(c2c1C(=O)c1c(C2=O)c(N)cc(c1O)S(=O)(=O)O)O)S(=O)(=O)O;300;Train;7907
N#Cc1ccc(c2c1cccc2)C#N;210;Train;25335
OC(=O)/C=C/c1cccc(c1)[N+](=O)[O-];179;Train;5653
OC(=O)c1c(O)ccc(c1F)F;183;Train;10516
O=C1N(NC(=O)C1(Br)Br)c1ccccc1;119;Train;5723
O=C(c1ccccc1)CCCCC(=O)O;77;Train;17132
CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C;157;Train;4668
Brc1ccc(c(c1)F)F;-4;Train;6449
[O-][n+]1onc2c1cccc2;69;Train;15867
CC(C)C;-159.6;Train;18497
ClC(C(Cl)(F)F)(C(F)(F)F)Cl;-4.3;Train;18308
CCCCOC(=O)c1ccccc1O;-5.9;Train;3717
Nc1cccc(c1)Br;16;Train;5557
OC(=O)CCCc1ccccc1;51;Train;23995
CN(S(=O)N(C)C)C;31;Train;8242
[O-][I+3](O)([O-])[O-];128;Train;18134
Cc1ccc(c2c1nccc2)C;4.5;Train;1735
CC(=O)c1c(Cl)cccc1Cl;43;Train;1986
O=Cc1cc(Cl)ccc1N;72;Train;27008
N#CC1(CCCCC1)/N=N\C1(CCCCC1)C#N;116;Train;2030
Cc1cccc(n1)N;43;Train;22738
Clc1ccc2c(c1)c1c(Cl)c(Cl)c(c(c1o2)Cl)Cl;178;Train;24324
CCCc1ccc(cc1O)O;82.5;Train;12208
c1cc(/C=C/c2ccccc2)cc(c1)/C=C/c1ccccc1;150;Train;1467
Clc1ccc(cc1)C(=O)c1ccccc1Cl;65;Train;18586
c1ccc(nc1)Nc1ccccn1;90.5;Train;2225
Brc1ccc2c(c1)cccc2;55;Train;4523
CC(=O)Oc1ccc(cc1)C(=O)O;194;Train;22916
Clc1ccc(c(c1)c1cc(Cl)c(c(c1)Cl)Cl)Cl;105;Train;4532
CC(=O)CCCC(=O)O;12;Train;13850
CC(CCC(C)(C)C)(C)C;-13;Train;9282
C/C=C/C=C(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])\C;199;Train;450
C(CCP(c1ccccc1)c1ccccc1)CCP(c1ccccc1)c1ccccc1;47;Train;28628
CCCCNC(=O)C(N(C(=O)C#Cc1ccccc1)Cc1ccccc1)c1cc(OC)cc(c1)OC;138;Train;11493
NC(=O)CC1C(=O)C2(C(C1CC2)(C)C)C;101;Train;3639
[O-][N+](=O)c1cc(cc(c1)C(=O)O)C(=O)N;241;Train;23227
Oc1ccc2c(c1)Oc1c(C2c2ccccc2C(=O)O)ccc(c1)O;126;Train;16013
O=NN(c1ccccc1)c1ccccc1;66.5;Train;10945
Cc1cc2cc3ccccn3c(=O)c2c(c1)C;114;Train;2527
OC(=O)c1ccccc1C1CCCCC1;104;Train;15309
OC(=O)CC(C(=O)O)C;111;Train;9176
OC1=C/C(=N\Nc2ccccc2)/C2(C(C1CC2)(C)C)C;182;Train;8303
Nc1ccc(cc1)N;140;Train;26715
Cc1ccc(c(c1)/N=N/c1c(O)ccc2c1cccc2)C;153;Train;22639
OC[C@@]12[C@@H](C=C(C(=O)[C@H]1O)C)O[C@H]1[C@]3([C@]2(C)C[C@H]1O)CO3;152;Train;25180
Fc1cc(F)c(c(c1F)C(=O)O)F;151;Train;9695
O=C1N=NC(=C1NNc1cccc(c1)[N+](=O)[O-])C(F)(F)F;254;Train;23042
O=C(c1cc2ccccc2cc1O)Nc1ccccc1;248.5;Train;11443
N#Cc1cccc2c1cccc2N;137;Train;4069
CC(C=C)CC;-154;Train;7785
COc1ccc(cc1)c1ccc(cc1)S(=O)(=O)NC(C(=O)O)C;179;Train;4250
Brc1ccc(cc1)c1ccc(cc1)C(=O)C;126;Train;8735
C[C@H](CCC[C@@H](CCCC(C)C)C)CCC/C(=C/CC1=C(C)C(=O)c2c(C1=O)cccc2)/C;-20;Train;10360
CCOC(=O)c1sc2c(c1)C(c1ccccc1)c1c(S2)[nH]c(c1N)C(=O)OCC;133;Train;1301
COC1=C(OC)C(=O)C(=CC1=O)C;59;Train;23529
OOC1CCCc2c1cccc2;56;Train;11266
COc1ccc(cc1)C(=O)OCCOc1ccc(cc1)C=CC(=O)c1ccccc1;113;Train;14388
Clc1cccc(c1)c1ccccc1;18;Train;23682
CCS(=O)(=O)c1ccc(cc1)F;41;Train;46
Oc1ccccc1N1CCCCC1;75;Train;5480
[O-][N+](=O)c1ccc(c(c1)O)O;176;Train;8636
FC(S(=O)(=O)OS(=O)(=O)C(F)(F)F)(F)F;-80;Train;11137
c1cc2cccc3c(c(c1)c1cccc4c1c3ccc4)C2;171;Train;1001
N#Cc1ccccc1CBr;72;Train;12054
Cc1ccccc1N1CSc2n(C1)c(nn2)c1cccc(c1)[N+](=O)[O-];240;Train;27241
Brc1cc(/C=N/c2c(=O)n(n(c2C)C)c2ccccc2)c(c(c1)Br)O;228.35;Train;26400
Oc1cc(Cl)cc(c1)Br;70;Train;16693
Cc1c[nH]cc1;-48.4;Train;26334
CCCOC1OC(CO[N+](=O)[O-])C(C(C1O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-];199;Train;4089
Oc1ccc(c(c1)C)[N+](=O)[O-];128;Train;10005
COC1CC2C3(C)CCCC2(C2C41C(=O)C(=C)C(C4O)CC2OC(=O)C)COC3;183;Train;25922
CCCCNC(=O)COC(=O)c1ccccc1;69.5;Train;18657
CN=C(CSP(=O)(OC)OC)O;-28;Train;7309
COc1cc(ccc1O)CC(=O)O;143;Train;23736
CCC(c1noc(c1)NC(=O)c1c(OC)cccc1OC)(CC)C;177.5;Train;26115
Cc1ccc(cc1)S(=O)(=O)c1csc(c1)S(=O)(=O)N;185;Train;1362
Brc1cc(Br)c(c(c1)Br)N;120;Train;17557
CCC(C(c1ccccc1)(c1ccccc1)CC(N(C)C)C)O;127;Train;7863
COC(N(C)C)OC;-85;Train;8256
OC[C@H]1O[C@@H](Oc2ccccc2)[C@@H]([C@H]([C@H]1O)O)O;154;Train;22775
Clc1ccc(c(c1)Cl)CC(C(C(C)(C)C)O)n1cncn1;148;Train;1389
CC(c1cc(cc(c1C(=O)Cl)C(C)C)C(C)C)C;80;Train;21880
OCC(COC(=O)c1ccccc1Nc1ccnc2c1ccc(c2)Cl)O;169.5;Train;895
ClC(=O)COc1ccc(cc1)Cl;19;Train;24955
CC1CCC2C(C3(C1C=CC3=O)C)OC(=O)C2=C;146;Train;155
[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])I;89;Train;15624
CC(CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C)C;-50;Train;12037
COC(=O)c1cc(OC)c(c(c1)OC)C;104;Train;24831
ClCC(C(Cl)(Cl)Cl)(Cl)Cl;26;Train;10766
CCCCCCCCCCCCN1c2ccccc2C(C21C=Cc1c(O2)ccc(c1)[N+](=O)[O-])(C)C;109;Train;26435
ClC(=C)Cl;-122.5;Train;19678
Oc1c2ccccc2cc2c1cccc2;152;Train;2545
CCOc1cc(ccc1C(=O)O)[N+](=O)[O-];150;Train;12409
CC1=C(c2ccccc2)c2c(C1)cccc2;58;Train;17246
O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-];263;Train;24570
CCC(c1ccncc1)CC;125.5;Train;7681
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC;-35;Train;8143
C#CCON1C(=O)c2c(C1=O)cccc2;151;Train;19225
Clc1nc2c(o1)cccc2;7;Train;888
N#CCSc1ccc(cc1)F;34;Train;10438
Oc1ccc2c(c1)CC1(C2)CCC(CC1)c1ccc(cc1)C(C)(C)C;131;Train;5730
Brc1cc(C)c(=O)n(c1)C;106;Train;21079
Clc1ccc2c(c1)N(CCCN1CCC(CC1)C(=O)N)c1c(S2)cccc1;139;Train;11056
CCOC(=O)C(c1ccccc1[N+](=O)[O-])C#N;60;Train;2624
Cc1ccc(c(c1)S(=O)(=O)Cl)F;33;Train;8439
NS(=O)(=O)N;92;Train;11594
CC(=O)N(c1ccc(cc1)/N=N/c1ccccc1)Nc1ccccc1;186;Train;7003
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC;70;Train;1556
CC#CC#CC;67;Train;9810
CC(=O)Nc1ccc(cc1)/C=C/c1ccccc1NC(=O)C;180;Train;3603
Brc1c(N)[nH]nc1c1ccccc1;114;Train;18105
Cc1cccc2c1CCCC2;-23;Train;5444
CCCCCCCCCCCCCCCCOc1ccc(cc1)N;60;Train;27731
COC(=O)C(NC(=O)COC(=O)CC1=CC=CC=CC1NC1=C(Cl)CC=CC=C1Cl)C;481;Train;6566
C(Sc1ccccc1)Sc1ccccc1;37;Train;6218
Fc1ccc2c(c1)[nH]c1c2CCNC1;224;Train;10184
CC(=O)OCC12OC1C(C1C2C(OC=C1)OC1OC(COC(=O)C)C(C(C1OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)c1ccc(cc1)OC(=O)C;135;Train;15037
OC1=c2ccccc2=NC1=O;200;Train;12064
ClCCN(c1ccc(cc1)C=C1SC(=S)N(C1=O)CN1CCOCC1)CCCl;164;Train;14124
ClCC(Cl)(Cl)Cl;-70;Train;24906
[O-][N+](=O)c1cc(ccc1Br)C(=O)O;203.5;Train;10557
CC(=O)C(c1ccc(cc1[N+](=O)[O-])C(F)(F)F)c1ccccc1;91;Train;133
O=c1ccccn1C;31;Train;8114
CCCCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl;20;Train;2087
c1ccc(cc1)Cc1ccccn1;10;Train;14437
CC(c1ccccc1)Cc1ccccc1;0;Train;6313
CC(=O)O;17;Train;3015
OCCOc1ccccc1;12;Train;18057
OC(=O)CCN(C(=O)c1c(I)cc(c(c1I)N)I)c1ccccc1;134;Train;7185
CCN=C=S;-6;Train;8471
Oc1c(O)c(Br)c(c(c1Br)Br)Br;191;Train;1762
Clc1cccc(c1C)Cl;2;Train;2091
COc1cccc(c1Br)OC;93;Train;24978
O=C1CCC2(C(=C1)C(=CC1C2CCC2(C1CCC2(C)C(=O)C)C)C)C;144;Train;3245
Oc1cc(F)c(c(c1)F)F;54;Train;11919
COC(=O)C1=C(C)NC(=O)NC1c1ccc2c(c1)OCO2;240;Train;10375
O=C(c1cnc(cn1)C(C)(C)C)Nc1c(C)cccc1C;85;Train;21549
CC(=O)SC1CC2=CC(=O)CCC2(C2C1C1CCC3(C1(CC2)C)CCC(=O)O3)C;207.5;Train;9519
O=C(c1ccc2c(c1)CCCC2)/C=C/Nc1ccccc1;175;Train;8374
OC(=O)c1ccc2c(n1)cccc2;158;Train;1797
COc1cc(C)cc(c1C=O)OC;93;Train;2412
ON=Cc1c(F)cccc1Cl;126;Train;5737
Brc1cnc(nc1OC(C)(C)C)OC(C)(C)C;60;Train;11729
CC1CCc2c(N1)cc(c(c2)[N+](=O)[O-])CCC(=O)C;95;Train;22769
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC;162;Train;5157
OCc1ccc(cc1)F;23;Train;10812
N#CC1=Cc2c(C1)cccc2;40;Train;12416
CCOC(=O)C1=C(C)NC(=O)NC1C;190;Train;20928
Nc1ccc(cc1Cl)c1ccc(c(c1)Cl)N;132.5;Train;5594
FC(c1ccc(cc1)CS(=O)(=O)Cl)(F)F;104;Train;134
Cn1c(cc2c1cccc2)c1ccccc1;99;Train;8379
N#Cc1ccc2c(n1)cccc2;95;Train;24481
OC(c1ccccc1)Cc1ccccc1;67;Train;5386
OB(c1ccc(c(c1)[N+](=O)[O-])C)O;250;Train;10579
Oc1ccc(cc1)N1C(=O)C2C(C1=O)C(=NO2)C(=O)c1ccccc1;99;Train;6730
O=C1CCCC1;-51;Train;26626
[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-];121.5;Train;18949
O=C1CCCCCCN1;36.5;Train;5693
Nc1ccc(nc1)N1CCOCC1;129;Train;23677
O=C1NC(=O)C2(N1)CCc1c(C2)cccc1;267.5;Train;23075
Nc1ccc(cc1)S(=O)(=O)NCc1ccccc1;171;Train;602
C1CCC=CC=CC1;-53;Train;10451
Brc1ccc(cc1)c1csc(n1)NC(=O)c1ccccc1;115;Train;24780
Cc1ccnc(n1)C;-4;Train;22788
O=C1N(OCC1(C)C)Cc1ccccc1Cl;25;Train;25840
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)Nc1ccccc1C(=O)C1CC1;161.9;Train;9562
OC1NN(C(/C/1=C\c1ccc2c(c1)OCO2)O)c1ccccc1;290;Train;939
COc1ccccc1C1CNCCN1;80;Train;12003
CC(=O)OC1CCC2(C(C1)CC(=O)C1C2CCC2(C1CCC2OC(=O)c1ccccc1)C)C;175;Train;22731
CCOC(=O)C(Oc1ccc(cc1)Oc1nc2c(o1)cc(cc2)Cl)C;84;Train;22591
Brc1ccc2c(c1)Oc1c(O2)cc(cc1)Br;193;Train;2816
COc1cc(C)ccc1S(=O)(=O)Cl;87;Train;10750
O=C(c1ccc(cc1)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl;149;Train;1629
OC(=O)Cc1cc(F)ccc1F;125;Train;5366
OB(C=CCC(C)C)O;101;Train;18342
CNC(=O)Oc1ccc(c(c1)C)N(C)C;93.5;Train;11869
O=C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Nn1cnnc1;151;Train;1847
OCc1ccccc1[Si](c1ccc(cc1)C)(C)C;56;Train;7467
COC(=O)c1ccccc1SC;65;Train;11243
Brc1ccc(c(c1)C(c1ccc(o1)C)c1ccc(o1)C)O;97;Train;21509
O=C1C=C[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC(=O)O2)C)C;218.5;Train;6463
OC(=O)c1ccc2c(c1)scn2;248;Train;1924
Cc1cnc(c(c1)I)N;88;Train;12135
CSC(=C(C(=O)N)C#N)SC;102;Train;8550
O=C=Nc1cccc(c1C)N=C=O;13;Train;17656
[O-][N+](=O)[N+](=O)[O-];-9.3;Train;6189
FC(c1ccc2c(c1)nccc2)(F)F;66;Train;3405
OCc1cc(Br)cc(c1)Br;108;Train;24986
O=C1CCCC2N1CC1CCCN3C1C2CCC3;76;Train;5344
COc1ccc(cc1)c1ccc(cc1)S(=O)(=O)Cl;103;Train;8766
Nc1ccc(cc1)OCCCCCN1C(=O)c2c(C1=O)cccc2;113;Train;6044
O=C1OC(C)(C)OC(=O)C21CC2;65;Train;2319
CCNc1nc(NCC)nc(n1)Cl;228;Train;15088
OC1=NC(=O)C(CC1)N1C(=O)c2c(C1=O)cccc2;270;Train;11242
COc1cc(C(c2ccc(s2)C)c2ccc(s2)C)c(cc1OC)[N+](=O)[O-];120;Train;6762
OC1=NCCCC1;37;Train;9272
Fc1ccc(cc1)/C=N/N=c\1/sc(nn1c1ccccc1)C(=O)c1ccc(cc1)Cl;151;Train;1035
CSc1ccc2c(c1)cccc2;63;Train;17761
CCCCCCCCCCCCCCCCCCCCCC1CCCC1;42;Train;11223
COc1ccc(cc1)C1(C)CCc2c(-c3c1cc(o3)C)c1c(o2)c(Br)cc(c1)Br;165;Train;2760
COc1cccnc1I;59;Train;5425
CCCCc1ccc(cc1)N;-14;Train;25902
OC(=O)NC(C)(C)C;106.5;Train;141
CCCCCI;-86;Train;5602
Clc1ccc(c(c1)c1n[nH]nn1)Cl;157;Train;14501
CCCCCCCCCc1ccccc1;-24;Train;1116
OCCN(C(CO)(CO)CO)CCO;104;Train;10642
Cc1cc(n2c(n1)c(/N=N/c1ccccc1)c(n2)N)C(F)(F)F;202;Train;18662
CN(S(=O)(=O)N(c1ccccc1)SC(Cl)(Cl)F)C;106;Train;191
Fc1cc(I)cc(c1)[N+](=O)[O-];78;Train;1345
Fc1cc(F)c(cc1N)F;61;Train;16956
Nc1ccc(cc1)S(=O)(=O)Nc1nnc(s1)C;208;Train;25610
CCCCCC/C=C/CCCCCCCC(=O)O;-0.1;Train;17867
C1CCC(CC1)N(C1CCCCC1)Sc1nc2c(s1)cccc2;99.75;Train;8966
CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N;252;Train;20306
FC(=C(C(F)(F)F)F)F;-156.5;Train;28601
OC(=O)[C@@H]1CC([C@H]1N)(C)C;155;Train;11985
Cc1ccc2c(c1Cc1ccccc1)CCC1C2CCC2C1(C)CCCC2;95;Train;5051
CN(c1ccc(cc1)C(=O)c1ccccc1)C;89;Train;18522
CCOP(=O)(ON1C(=O)c2cccc3c2c(C1=O)ccc3)OCC;177;Train;7491
COC(=O)c1cnc(s1)Br;63;Train;25186
ClC(I)(Cl)Cl;-7.8;Train;2457
Clc1nc2c(s1)cccc2;32;Train;9333
O/N=C(/C(=O)O)\Cc1ccc(c(c1)OC)O;139;Train;6185
COc1cc([N+](=O)[O-])c(cc1OC)C=O;133;Train;24066
FC1(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(C(C1(F)F)(F)F)(F)F;-70;Train;8448
N#Cc1ccc(cc1)C#N;226;Train;13706
CCC(=C)Br;-133;Train;22498
OC(=N)NC1N=C(N=C1O)O;238;Train;2266
Cn1ccnc1Cl;-10;Train;20887
C=CCc1ccc(c(c1)OC)OC(=O)C;30.5;Train;26004
Clc1ccc(cc1Cl)Cn1cncn1;46.5;Train;5637
FC(c1ccc2c(c1)cc[nH]2)(F)F;69;Train;1048
OCCS(=O)(=O)c1ccc(cc1)C;52;Train;12065
ClCCN(CN1C(=S)SC(=Cc2ccc(cc2)N(CCCl)CCCl)C1=O)CCCl;106;Train;2359
O=C=Nc1ccc(cc1Cl)[N+](=O)[O-];61;Train;24057
Cn1c(=O)n(C)c2c(c1=O)n(cn2)CN1CCOCC1;177;Train;1089
FC(COS(=O)(=O)C(Cl)(Cl)Cl)(F)F;-70;Train;1620
COc1cc(F)c(cc1F)C#N;91;Train;2199
Nc1ccccc1Br;29;Train;27185
[O-][N+](=O)c1ccccc1C(=O)Nc1ccccc1;153.85;Train;1428
Cc1cc(C)c(c(c1Br)C)Br;60;Train;8672
c1ccc(cc1)N(c1ccccc1)c1ccccc1;127;Train;23553
CN=O;2.5;Train;13287
C#CCC(C)(C)C;-75;Train;8823
FC(c1ccc(cc1)C1OCC(=O)NC1)(F)F;116;Train;2250
CC#CCO;-2;Train;7616
COC(=O)c1ccc(c(c1)[N+](=O)[O-])I;103;Train;17866
CC(=O)Nc1ccc(cc1)OC(=O)c1ccccc1OC(=O)C;175;Train;1488
N#Cc1ccc(c(c1F)C)F;44;Train;24517
CC1CCC2C1COC(=O)C2C;60.5;Train;24209
ClCC(=O)C(C)(C)C;-13;Train;22625
Brc1cc2Oc3ccccc3Oc2cc1Br;158;Train;26223
CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccc(cc1)[N+](=O)[O-];197;Train;5914
Fc1ccc(c(c1)O)[N+](=O)[O-];33;Train;24563
CC(C(=O)OCC(C)C)Oc1ccc(cc1)Oc1ccc(cc1)Cl;39.5;Train;27431
CCCCCCCCCCOc1c(OCCCCCCCCCC)cc(cc1OCCCCCCCCCC)N(C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C;56;Train;19802
CN(c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C)C;136;Train;10975
O=C1Cc2c1ccc(c2)[N+](=O)[O-];76;Train;8118
CCCCCCCCc1ccccc1;-36;Train;3124
O=C(c1ccc(cc1)Br)CCC(=O)O;147;Train;20991
[O-][N+](=O)c1cc(ccc1S(=O)(=O)O)[N+](=O)[O-];108;Train;19719
CCc1c(C)c[nH]c1C;0;Train;9162
CN/C(=N\C)/c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C;206;Train;10789
ClCc1c2CCc2c(c2c1CC2)C;73;Train;21772
O=C1CC[C@]2(C(=C1)[C@@H](C)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(OC(=O)C)C(=O)C)C)C;206.5;Train;7756
CC#CCN1C(=O)c2c(C1=O)cccc2;221;Train;8686
N#CCCP(CCC#N)CCC#N;98;Train;11750
BrCCc1cc([N+](=O)[O-])c(cc1[N+](=O)[O-])CCBr;123;Train;22426
SCC(C(=O)O)NC(=O)C;109.5;Train;4257
COc1cc(CCC(=O)C)ccc1O;41;Train;2387
[O-][N+](=O)c1ccc(c(c1)N)Cl;119;Train;13327
NC1CCCCC1;-17;Train;5743
Clc1ccc(cn1)Br;70;Train;5843
COc1ccc(cc1B(O)O)Cl;138;Train;18523
OCCC1CCCCN1;69;Train;16619
NC(=N)N1CCc2c(C1)cccc2;279;Train;24706
FC(C([N+](=O)[O-])(F)F)([N+](=O)[O-])F;-41.5;Train;11667
COC(=O)C(C(c1cccc(c1)C(C(C(=O)OC)Br)Br)Br)Br;145;Train;18857
CCOC(=O)Cc1c[nH]c2c1cccc2;44.5;Train;11453
CC1=NN(C(=O)C1/C(=C/1\C(=NN(C1=O)c1ccccc1)C)/Br)c1ccccc1;219;Train;24062
CC(c1ccccc1)(c1ccccc1)c1ccccc1;95;Train;11399
CC(=O)NCCc1ccccc1[N+](=O)[O-];94;Train;5752
Brc1ccc(o1)C=O;84;Train;8293
CC1CCC2CC1C2(C)C;-53;Train;9151
O=C1C(=C(Cl)C(=O)c2c1c(O)ccc2O)Cl;198;Train;5391
Oc1ccc(c(c1)[N+](=O)[O-])C;79;Train;17648
CCCCCCCOc1ccc(cc1)O;61.5;Train;269
CCCCCBr;-95;Train;795
OCC(COc1ccc(cc1)[N+](=O)[O-])O;96;Train;14596
CCC(CBr)(Br)C;-70;Train;7903
CCn1cc(C(=O)O)c(=O)c2c1nc(C)cc2;229;Train;12686
CCOC(=O)c1[nH]c(cc1C)C;126;Train;6608
O=C1C(=O)C2(C(C1CC2)(C)C)C;200;Train;27138
Cc1ccc(cc1)n1ncccc1=O;97.85;Train;13240
CCOCCC;-127;Train;484
CCOc1ccc(cc1)OCC;70;Train;18251
Nc1cccc2c1CCCC2;38;Train;4906
Oc1ccc(c(c1)F)Cl;52;Train;8494
C[SiH](O[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C)C;-60;Train;26620
OC1CC2CCC(C1)N2C;64;Train;7411
CC(=O)CCC(=O)O;29;Train;2035
O=C(c1ccccc1N)Nc1ccccc1;132;Train;7229
C=CCc1ccc(c(c1)OC)O;-10;Train;2238
Brc1ncccn1;55;Train;26575
C=CC[Si](Cl)(Cl)Cl;35;Train;13736
O=Cc1ccccc1C=O;56;Train;12399
O=C(C(C(F)(F)F)C(F)(F)F)NC(C)(C)C;201;Train;12094
c1ccc(cc1)OCc1nnc2n1NC(S2)c1ccco1;102;Train;23541
ClCC(Cl)(Cl)F;-140;Train;4586
[O-][N+](=O)c1cnccc1N;203;Train;14454
NC(=O)c1ccccc1c1ccccc1;177;Train;3403
NC(=O)c1cc(Br)cc(c1)Br;182;Train;23123
c1ccc2c(c1)nncn2;75.8;Train;8721
CCCCC(=O)Cl;-110;Train;26084
Cc1ccc(cc1)C(=O)c1csc(c1)S(=O)(=O)N;176;Train;8037
CCCCCCCCCCCCc1ccccc1;-7;Train;16493
OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F;262;Train;23856
O=C1N(Cc2ccccc2)C(=O)c2c1cccc2;116;Train;18633
O=C1NC(=O)CC(C1)(C)C;145;Train;12086
COc1cc(ccc1O)C1Nn2c(S1)nnc2c1ccc(cc1)[N+](=O)[O-];226;Train;9407
Cl/C(=C\c1ccccc1)/c1cccc2c1cccc2;117;Train;7110
CCOC(=O)c1ccc(c(c1)[N+](=O)[O-])Cl;54;Train;13204
C/C=C/C(C)C;-141;Train;3235
ClC(=O)c1sc(c(c1Cl)Cl)Cl;39;Train;14723
BrC(C(Br)Br)Br;0;Train;10338
O=C1c2ccccc2C(=O)N1c1nc2c([nH]1)cccc2;274;Train;1146
O=C(C(CCC(=O)O)(C)C)OC(=O)C(CCC(=O)O)(C)C;37;Train;11842
OC(=O)CCc1cn(C)c(=O)n(c1=O)C;225;Train;16229
OC(=O)c1ccc(cc1)n1nc(nc1c1ccccc1O)c1ccccc1O;116.5;Train;3931
BrCc1ccc(c(c1)F)OC;45;Train;12676
COc1ccc(cc1)NC(=O)c1ccccc1;153;Train;779
Cc1ccc(cc1)S(=O)(=O)n1ccc2c1cccc2;85;Train;17409
O=C(C1=C(C)OCCC1)Nc1ccccc1;110.5;Train;16439
OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl;283;Train;4474
COc1cc(CC(=O)O)c(cc1OC)[N+](=O)[O-];207;Train;10639
Cc1cc(n2c(n1)c(/N=N/c1ccccc1[N+](=O)[O-])c(n2)N)C(F)(F)F;236;Train;8282
c1ccc2c(c1)cnnc2;91;Train;4484
Brc1ccc(cn1)c1nccc(c1)Br;129;Train;22552
CCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CCCl;42;Train;10948
O=C1N2C=CC=CC2Cc2c1cccc2;93;Train;20305
Nc1ccc(cc1)S(=O)(=O)Nc1cnccn1;251;Train;17982
CN(CC(CN1c2ccccc2S(=O)(=O)c2c1cccc2)C)C;115;Train;2588
BrCc1ccc(cc1F)C(F)(F)F;29;Train;3683
Nc1ccc(c(c1)Br)F;35;Train;25507
CCC(n1nnc2c1cccc2)C(=O)N;143;Train;6905
COC(=O)c1cccc(c1)C(=O)OC;69;Train;3972
OC(=O)c1cocc1;122;Train;4562
Nc1ccc(c(c1)F)O;171;Train;10402
O=C(NC(P(=O)(Oc1ccccc1)Oc1ccccc1)C)CCCCN1C(=O)c2c(C1=O)cccc2;144;Train;24578
FC(C1(F)C(F)(C(F)(F)F)C(F)(F)C(C(C1(F)F)(F)F)(F)F)(F)F;-56;Train;18445
Cc1cc2ccccc2nc1C;68.5;Train;18766
OC1CCCCC1O;102.5;Train;1689
FC(c1cccc(n1)C(F)(F)F)(F)F;57;Train;8178
Cc1ccccc1O;32;Train;8875
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2;94;Train;11179
OC(=O)C1CCC2(C(=CCC3C2CCc2c3ccc(c2C)C)C1)C;162;Train;11644
c1ccc(cc1)C#Cc1ccc2c(c1)cccc2;117;Train;26122
